id,data,categoria,descricao,valor
469,2026-10-04,Diárias de Apartamentos,Grupo/convênio,25647.39
470,2026-10-25,Restaurante e Bar,Room service,6160.04
471,2026-10-23,Restaurante e Bar,Consumo do bar,7785.39
472,2026-10-23,Restaurante e Bar,Room service,7585.02
473,2026-10-04,Restaurante e Bar,Café da manhã,8591.36
474,2026-10-25,Restaurante e Bar,Almoço executivo,6679.33
475,2026-10-01,Restaurante e Bar,Consumo do bar,8162.37
476,2026-10-12,Restaurante e Bar,Consumo do bar,6237.74
477,2026-10-18,Restaurante e Bar,Consumo do bar,6779.49
478,2026-10-23,Restaurante e Bar,Café da manhã,5614.61
479,2026-10-02,Restaurante e Bar,Almoço executivo,4937.28
480,2026-10-16,Restaurante e Bar,Almoço executivo,7781.88
481,2026-10-27,Restaurante e Bar,Room service,7730.67
482,2026-10-04,Restaurante e Bar,Consumo do bar,7893.48
483,2026-10-20,Restaurante e Bar,Almoço executivo,4885.13
484,2026-10-17,Eventos,Coffee break,2435.67
485,2026-10-31,Eventos,Locação de auditório,4508.42
486,2026-10-01,Eventos,Sala de reunião,2350.54
487,2026-10-18,Eventos,Locação de auditório,2852.10
488,2026-10-27,Eventos,Locação de auditório,4278.99
489,2026-10-30,Eventos,Coffee break,1860.14
490,2026-10-23,Eventos,Coffee break,3857.24
491,2026-10-24,Eventos,Coffee break,3989.65
492,2026-10-04,Eventos,Locação de auditório,2121.27
493,2026-10-22,Eventos,Evento corporativo,4737.15
494,2026-10-17,Eventos,Locação de auditório,3258.69
495,2026-10-14,Eventos,Coffee break,3707.73
496,2026-10-21,Estacionamento,Diária de garagem,1825.40
497,2026-10-07,Estacionamento,Diária de garagem,1182.82
498,2026-10-20,Estacionamento,Rotativo,786.24
499,2026-10-10,Estacionamento,Rotativo,1133.04
500,2026-10-12,Estacionamento,Rotativo,1489.64
501,2026-10-05,Estacionamento,Rotativo,1549.74
502,2026-10-21,Estacionamento,Diária de garagem,991.73
503,2026-10-17,Estacionamento,Rotativo,1491.48
504,2026-10-23,Estacionamento,Rotativo,1689.12
505,2026-10-11,Estacionamento,Rotativo,1504.36
506,2026-10-04,Estacionamento,Mensalista,1781.98
507,2026-10-10,Outras Receitas,Late check-out,598.10
508,2026-10-05,Outras Receitas,Lavanderia de hóspede,709.96
509,2026-10-23,Outras Receitas,Late check-out,526.62
510,2026-10-07,Outras Receitas,Lavanderia de hóspede,701.61
511,2026-10-12,Outras Receitas,Frigobar,469.81
512,2026-10-04,Outras Receitas,Pet fee,261.18
513,2026-10-24,Outras Receitas,Frigobar,308.90
514,2026-10-08,Outras Receitas,Late check-out,448.67
515,2026-10-23,Outras Receitas,Lavanderia de hóspede,281.70
516,2026-10-30,Outras Receitas,Frigobar,283.50
517,2026-10-13,Outras Receitas,Frigobar,390.66
518,2026-10-31,Outras Receitas,Late check-out,654.78
519,2026-11-21,Diárias de Apartamentos,Reserva OTA,50706.77
520,2026-11-27,Diárias de Apartamentos,Reserva OTA,64335.14
521,2026-11-19,Diárias de Apartamentos,Reserva corporativa,44241.07
522,2026-11-13,Diárias de Apartamentos,Grupo/convênio,70633.93
523,2026-11-12,Diárias de Apartamentos,Diárias balcão,68823.13
524,2026-11-17,Diárias de Apartamentos,Reserva OTA,26895.79
525,2026-11-13,Diárias de Apartamentos,Reserva corporativa,57214.69
526,2026-11-17,Diárias de Apartamentos,Grupo/convênio,30050.14
527,2026-11-12,Diárias de Apartamentos,Reserva OTA,73151.59
528,2026-11-11,Restaurante e Bar,Café da manhã,10096.07
529,2026-11-16,Restaurante e Bar,Room service,3687.10
530,2026-11-16,Restaurante e Bar,Almoço executivo,10058.68
531,2026-11-19,Restaurante e Bar,Almoço executivo,6840.74
532,2026-11-21,Restaurante e Bar,Room service,5312.99
533,2026-11-01,Restaurante e Bar,Almoço executivo,7384.00
534,2026-11-02,Restaurante e Bar,Almoço executivo,5682.86
535,2026-11-19,Restaurante e Bar,Almoço executivo,4732.56
536,2026-11-05,Restaurante e Bar,Café da manhã,4784.36
537,2026-11-29,Restaurante e Bar,Almoço executivo,8020.69
538,2026-11-02,Restaurante e Bar,Almoço executivo,9585.02
539,2026-11-09,Restaurante e Bar,Almoço executivo,8450.75
540,2026-11-17,Restaurante e Bar,Room service,6656.71
541,2026-11-16,Eventos,Locação de auditório,8041.81
542,2026-11-06,Eventos,Coffee break,7163.63
543,2026-11-27,Eventos,Locação de auditório,7708.09
544,2026-11-20,Eventos,Coffee break,8442.84
545,2026-11-26,Eventos,Coffee break,4180.39
546,2026-11-20,Eventos,Evento corporativo,6455.14
547,2026-11-06,Estacionamento,Mensalista,1746.54
548,2026-11-29,Estacionamento,Rotativo,1346.46
549,2026-11-20,Estacionamento,Diária de garagem,698.49
550,2026-11-29,Estacionamento,Rotativo,1078.37
551,2026-11-17,Estacionamento,Diária de garagem,776.31
552,2026-11-03,Estacionamento,Mensalista,634.30
553,2026-11-22,Estacionamento,Diária de garagem,1255.81
554,2026-11-29,Estacionamento,Rotativo,1730.56
555,2026-11-18,Estacionamento,Diária de garagem,1454.31
556,2026-11-29,Estacionamento,Rotativo,1628.86
557,2026-11-21,Estacionamento,Mensalista,1357.48
558,2026-11-14,Outras Receitas,Pet fee,535.36
559,2026-11-09,Outras Receitas,Frigobar,466.36
560,2026-11-25,Outras Receitas,Pet fee,361.74
561,2026-11-30,Outras Receitas,Lavanderia de hóspede,560.12
562,2026-11-10,Outras Receitas,Frigobar,382.44
563,2026-11-09,Outras Receitas,Pet fee,494.02
564,2026-11-01,Outras Receitas,Lavanderia de hóspede,331.19
565,2026-11-19,Outras Receitas,Lavanderia de hóspede,508.02
566,2026-11-17,Outras Receitas,Lavanderia de hóspede,548.22
567,2026-11-13,Outras Receitas,Pet fee,520.70
568,2026-11-23,Outras Receitas,Late check-out,419.04
569,2026-12-04,Diárias de Apartamentos,Reserva OTA,31526.38
570,2026-12-20,Diárias de Apartamentos,Reserva corporativa,76058.46
571,2026-12-03,Diárias de Apartamentos,Grupo/convênio,51516.80
572,2026-12-10,Diárias de Apartamentos,Reserva corporativa,29317.44
573,2026-12-08,Diárias de Apartamentos,Reserva OTA,67278.46
574,2026-12-15,Diárias de Apartamentos,Reserva corporativa,54205.81
575,2026-12-05,Diárias de Apartamentos,Reserva corporativa,79193.35
576,2026-12-21,Restaurante e Bar,Room service,7370.73
577,2026-12-17,Restaurante e Bar,Consumo do bar,4471.09
578,2026-12-30,Restaurante e Bar,Consumo do bar,5288.98
579,2026-12-16,Restaurante e Bar,Almoço executivo,7991.72
580,2026-12-26,Restaurante e Bar,Café da manhã,5638.07
581,2026-12-15,Restaurante e Bar,Consumo do bar,4185.08
582,2026-12-12,Restaurante e Bar,Room service,5119.34
583,2026-12-09,Restaurante e Bar,Almoço executivo,7962.25
584,2026-12-10,Restaurante e Bar,Café da manhã,6488.94
585,2026-12-01,Restaurante e Bar,Almoço executivo,3668.31
586,2026-12-12,Restaurante e Bar,Consumo do bar,5946.91
587,2026-12-20,Eventos,Coffee break,5774.11
588,2026-12-26,Eventos,Sala de reunião,4822.08
589,2026-12-18,Eventos,Evento corporativo,6103.23
590,2026-12-07,Eventos,Locação de auditório,3887.15
591,2026-12-29,Eventos,Locação de auditório,6153.77
592,2026-12-13,Eventos,Coffee break,6309.80
593,2026-12-07,Estacionamento,Diária de garagem,1230.87
594,2026-12-06,Estacionamento,Diária de garagem,667.67
595,2026-12-10,Estacionamento,Diária de garagem,536.67
596,2026-12-21,Estacionamento,Mensalista,1042.68
597,2026-12-20,Estacionamento,Mensalista,941.95
598,2026-12-09,Estacionamento,Rotativo,1204.49
599,2026-12-20,Estacionamento,Mensalista,1031.46
600,2026-12-07,Estacionamento,Mensalista,1106.24
601,2026-12-01,Estacionamento,Diária de garagem,715.18
602,2026-12-02,Estacionamento,Rotativo,1064.11
603,2026-12-01,Estacionamento,Diária de garagem,956.16
604,2026-12-04,Estacionamento,Mensalista,712.36
605,2026-12-02,Outras Receitas,Late check-out,341.06
606,2026-12-25,Outras Receitas,Frigobar,203.68
607,2026-12-03,Outras Receitas,Frigobar,180.85
608,2026-12-06,Outras Receitas,Pet fee,276.15
609,2026-12-29,Outras Receitas,Late check-out,234.00
610,2026-12-27,Outras Receitas,Frigobar,225.57
611,2026-12-27,Outras Receitas,Lavanderia de hóspede,361.17
612,2026-12-04,Outras Receitas,Pet fee,416.34
613,2026-12-13,Outras Receitas,Frigobar,267.85
614,2026-12-08,Outras Receitas,Lavanderia de hóspede,358.94
615,2026-12-07,Outras Receitas,Frigobar,230.76
616,2026-12-24,Outras Receitas,Lavanderia de hóspede,373.42
617,2026-12-17,Outras Receitas,Pet fee,403.47
