id,data,categoria,descricao,valor
454,2026-05-15,Manutenção e Reparos,Hidráulica,1847.77
455,2026-05-14,Manutenção e Reparos,Pintura,2032.18
456,2026-05-25,Manutenção e Reparos,Ar-condicionado,2652.07
457,2026-05-25,Manutenção e Reparos,Ar-condicionado,2976.21
458,2026-05-07,Marketing e Vendas,Material promocional,3625.43
459,2026-05-18,Marketing e Vendas,Comissão de OTA,3634.86
460,2026-05-06,Marketing e Vendas,Mídia paga,3046.63
461,2026-05-28,Marketing e Vendas,Material promocional,5010.33
462,2026-05-15,Marketing e Vendas,Comissão de OTA,2164.32
463,2026-05-22,Marketing e Vendas,Comissão de OTA,4697.56
464,2026-05-23,Marketing e Vendas,Material promocional,4959.58
465,2026-05-23,Impostos e Taxas,ISS,4919.88
466,2026-05-18,Impostos e Taxas,ISS,2891.28
467,2026-05-30,Impostos e Taxas,ISS,3288.36
468,2026-05-30,Impostos e Taxas,Taxa de bombeiros,4763.47
469,2026-05-02,Impostos e Taxas,IPTU,5536.13
470,2026-05-14,Impostos e Taxas,PIS/COFINS,5509.51
471,2026-05-25,Impostos e Taxas,PIS/COFINS,6102.57
472,2026-05-25,Impostos e Taxas,Taxa de bombeiros,4205.36
473,2026-05-12,Impostos e Taxas,Taxa de bombeiros,2715.06
474,2026-05-15,Impostos e Taxas,Taxa de bombeiros,3925.86
475,2026-05-13,Impostos e Taxas,ISS,2617.47
476,2026-05-22,Impostos e Taxas,PIS/COFINS,3735.64
477,2026-05-21,Impostos e Taxas,IPTU,2981.79
478,2026-05-04,Impostos e Taxas,PIS/COFINS,4806.51
479,2026-05-09,Alimentação e Bebidas,Carnes e frios,3889.26
480,2026-05-30,Alimentação e Bebidas,Hortifrúti,4641.58
481,2026-05-02,Alimentação e Bebidas,Panificação,2731.93
482,2026-05-20,Alimentação e Bebidas,Hortifrúti,1903.24
483,2026-05-08,Alimentação e Bebidas,Carnes e frios,1976.06
484,2026-05-03,Alimentação e Bebidas,Hortifrúti,3017.99
485,2026-05-20,Alimentação e Bebidas,Hortifrúti,4436.10
486,2026-05-15,Alimentação e Bebidas,Hortifrúti,3948.24
487,2026-05-08,Alimentação e Bebidas,Hortifrúti,3900.94
488,2026-05-13,Alimentação e Bebidas,Panificação,5002.60
489,2026-05-08,Alimentação e Bebidas,Carnes e frios,2825.76
490,2026-05-25,Alimentação e Bebidas,Hortifrúti,3198.68
491,2026-05-14,Limpeza e Higiene,Amenities,873.87
492,2026-05-09,Limpeza e Higiene,Produtos de limpeza,1685.93
493,2026-05-18,Limpeza e Higiene,Enxoval e rouparia,1280.89
494,2026-05-29,Limpeza e Higiene,Enxoval e rouparia,1282.51
495,2026-05-30,Limpeza e Higiene,Produtos de limpeza,1514.70
496,2026-05-21,Limpeza e Higiene,Enxoval e rouparia,1569.26
497,2026-05-14,Limpeza e Higiene,Enxoval e rouparia,877.13
498,2026-05-16,Limpeza e Higiene,Produtos de limpeza,1638.15
499,2026-05-12,Limpeza e Higiene,Enxoval e rouparia,1768.42
500,2026-05-22,Limpeza e Higiene,Amenities,1215.59
501,2026-05-14,Outras Despesas,Seguro predial,1392.36
502,2026-05-18,Outras Despesas,Material de escritório,1057.11
503,2026-05-05,Outras Despesas,Seguro predial,930.98
504,2026-05-08,Outras Despesas,Seguro predial,795.95
505,2026-05-07,Outras Despesas,Seguro predial,1208.03
506,2026-05-21,Outras Despesas,Internet e telefonia,862.40
507,2026-05-30,Outras Despesas,Seguro predial,844.22
508,2026-05-28,Outras Despesas,Seguro predial,1580.02
509,2026-05-03,Outras Despesas,Material de escritório,749.95
510,2026-05-24,Outras Despesas,Internet e telefonia,1120.85
511,2026-05-02,Outras Despesas,Seguro predial,649.01
512,2026-06-07,Folha de Pagamento,Encargos sociais,28632.06
513,2026-06-25,Folha de Pagamento,Vale-transporte,18864.53
514,2026-06-30,Folha de Pagamento,Salários,25213.94
515,2026-06-10,Folha de Pagamento,Encargos sociais,27995.82
516,2026-06-19,Folha de Pagamento,Encargos sociais,16422.53
517,2026-06-19,Folha de Pagamento,Vale-transporte,32644.87
518,2026-06-22,Folha de Pagamento,Horas extras,12465.38
519,2026-06-20,Energia Elétrica,Demanda contratada,7312.31
520,2026-06-25,Energia Elétrica,Demanda contratada,6738.96
521,2026-06-01,Energia Elétrica,Demanda contratada,3277.53
522,2026-06-26,Energia Elétrica,Demanda contratada,7057.10
523,2026-06-16,Energia Elétrica,Fatura Copel,4792.87
524,2026-06-12,Energia Elétrica,Demanda contratada,3386.65
525,2026-06-14,Energia Elétrica,Fatura Copel,4148.53
526,2026-06-22,Energia Elétrica,Demanda contratada,3263.88
527,2026-06-10,Água e Esgoto,Fatura Sanepar,2252.19
528,2026-06-12,Água e Esgoto,Fatura Sanepar,2104.81
529,2026-06-04,Água e Esgoto,Fatura Sanepar,1009.87
530,2026-06-03,Água e Esgoto,Fatura Sanepar,1135.11
531,2026-06-14,Água e Esgoto,Fatura Sanepar,2102.32
532,2026-06-18,Água e Esgoto,Fatura Sanepar,1967.38
533,2026-06-04,Água e Esgoto,Fatura Sanepar,2150.87
534,2026-06-03,Água e Esgoto,Fatura Sanepar,1416.98
535,2026-06-18,Água e Esgoto,Fatura Sanepar,1052.40
536,2026-06-20,Água e Esgoto,Fatura Sanepar,876.54
537,2026-06-19,Gás,Recarga de GLP,1487.47
538,2026-06-22,Gás,Gás da cozinha,1667.71
539,2026-06-06,Gás,Recarga de GLP,1098.35
540,2026-06-09,Gás,Gás da cozinha,2632.01
541,2026-06-09,Gás,Gás da cozinha,2639.66
542,2026-06-05,Gás,Recarga de GLP,2776.72
543,2026-06-13,Manutenção e Reparos,Hidráulica,2749.99
544,2026-06-27,Manutenção e Reparos,Pintura,2938.47
545,2026-06-26,Manutenção e Reparos,Hidráulica,1722.42
546,2026-06-15,Manutenção e Reparos,Hidráulica,2244.23
547,2026-06-14,Manutenção e Reparos,Ar-condicionado,2228.98
548,2026-06-10,Manutenção e Reparos,Hidráulica,3358.84
549,2026-06-20,Manutenção e Reparos,Ar-condicionado,3265.61
550,2026-06-16,Manutenção e Reparos,Hidráulica,2076.59
551,2026-06-06,Manutenção e Reparos,Pintura,1812.14
552,2026-06-11,Manutenção e Reparos,Hidráulica,2402.34
553,2026-06-23,Marketing e Vendas,Comissão de OTA,2621.11
554,2026-06-15,Marketing e Vendas,Mídia paga,2289.33
555,2026-06-27,Marketing e Vendas,Material promocional,1474.85
556,2026-06-03,Marketing e Vendas,Mídia paga,1393.45
557,2026-06-22,Marketing e Vendas,Mídia paga,2296.28
558,2026-06-05,Marketing e Vendas,Material promocional,1544.73
559,2026-06-10,Marketing e Vendas,Comissão de OTA,2557.36
560,2026-06-09,Marketing e Vendas,Material promocional,1249.69
561,2026-06-05,Marketing e Vendas,Material promocional,2673.79
562,2026-06-14,Marketing e Vendas,Mídia paga,1214.20
563,2026-06-03,Marketing e Vendas,Mídia paga,2263.69
564,2026-06-20,Marketing e Vendas,Mídia paga,940.96
565,2026-06-19,Marketing e Vendas,Mídia paga,2191.54
566,2026-06-21,Impostos e Taxas,Taxa de bombeiros,4981.67
567,2026-06-25,Impostos e Taxas,IPTU,6161.05
568,2026-06-26,Impostos e Taxas,Taxa de bombeiros,4102.82
569,2026-06-04,Impostos e Taxas,ISS,6661.20
570,2026-06-04,Impostos e Taxas,IPTU,4949.50
571,2026-06-08,Impostos e Taxas,PIS/COFINS,5432.92
572,2026-06-15,Impostos e Taxas,IPTU,2792.32
573,2026-06-13,Impostos e Taxas,Taxa de bombeiros,6057.14
574,2026-06-25,Impostos e Taxas,PIS/COFINS,5525.62
575,2026-06-12,Impostos e Taxas,ISS,4081.24
576,2026-06-16,Impostos e Taxas,ISS,5475.02
577,2026-06-10,Impostos e Taxas,Taxa de bombeiros,2598.11
578,2026-06-16,Alimentação e Bebidas,Hortifrúti,3647.86
579,2026-06-15,Alimentação e Bebidas,Panificação,8530.51
580,2026-06-11,Alimentação e Bebidas,Hortifrúti,3799.48
581,2026-06-10,Alimentação e Bebidas,Hortifrúti,4807.35
582,2026-06-26,Alimentação e Bebidas,Hortifrúti,5656.70
583,2026-06-01,Alimentação e Bebidas,Bebidas,4185.49
584,2026-06-21,Alimentação e Bebidas,Hortifrúti,5820.08
585,2026-06-21,Limpeza e Higiene,Produtos de limpeza,2381.13
586,2026-06-06,Limpeza e Higiene,Enxoval e rouparia,2065.68
587,2026-06-22,Limpeza e Higiene,Amenities,1691.85
588,2026-06-13,Limpeza e Higiene,Produtos de limpeza,1751.66
589,2026-06-24,Limpeza e Higiene,Enxoval e rouparia,1383.78
590,2026-06-29,Limpeza e Higiene,Produtos de limpeza,1542.60
591,2026-06-15,Limpeza e Higiene,Enxoval e rouparia,1602.03
592,2026-06-14,Limpeza e Higiene,Amenities,2161.04
593,2026-06-09,Outras Despesas,Material de escritório,665.61
594,2026-06-28,Outras Despesas,Seguro predial,1181.04
595,2026-06-17,Outras Despesas,Material de escritório,1234.23
596,2026-06-11,Outras Despesas,Material de escritório,530.54
597,2026-06-13,Outras Despesas,Material de escritório,567.50
598,2026-06-13,Outras Despesas,Material de escritório,1293.88
599,2026-06-04,Outras Despesas,Seguro predial,647.86
600,2026-06-12,Outras Despesas,Seguro predial,778.97
601,2026-06-20,Outras Despesas,Internet e telefonia,903.05
602,2026-07-04,Folha de Pagamento,Vale-transporte,12438.03
603,2026-07-01,Folha de Pagamento,Salários,16108.18
604,2026-07-30,Folha de Pagamento,Encargos sociais,12334.44
605,2026-07-15,Folha de Pagamento,Vale-transporte,13316.65
606,2026-07-01,Folha de Pagamento,Vale-transporte,23016.57
607,2026-07-07,Folha de Pagamento,Encargos sociais,14516.01
608,2026-07-29,Folha de Pagamento,Horas extras,18677.65
609,2026-07-06,Folha de Pagamento,Horas extras,18473.33
610,2026-07-03,Folha de Pagamento,Horas extras,17073.22
611,2026-07-09,Folha de Pagamento,Salários,14619.70
612,2026-07-12,Folha de Pagamento,Encargos sociais,20490.40
613,2026-07-02,Folha de Pagamento,Vale-transporte,9502.44
614,2026-07-11,Energia Elétrica,Fatura Copel,5317.51
615,2026-07-28,Energia Elétrica,Demanda contratada,3383.13
616,2026-07-23,Energia Elétrica,Fatura Copel,3405.93
617,2026-07-16,Energia Elétrica,Fatura Copel,4082.54
618,2026-07-08,Energia Elétrica,Demanda contratada,3307.25
619,2026-07-03,Energia Elétrica,Fatura Copel,6258.56
620,2026-07-04,Energia Elétrica,Demanda contratada,5833.75
621,2026-07-12,Energia Elétrica,Demanda contratada,5408.13
622,2026-07-05,Energia Elétrica,Demanda contratada,2907.38
623,2026-07-24,Água e Esgoto,Fatura Sanepar,2899.85
624,2026-07-30,Água e Esgoto,Fatura Sanepar,2990.18
625,2026-07-20,Água e Esgoto,Fatura Sanepar,1443.89
626,2026-07-28,Água e Esgoto,Fatura Sanepar,2700.99
627,2026-07-03,Água e Esgoto,Fatura Sanepar,2820.45
628,2026-07-05,Água e Esgoto,Fatura Sanepar,1687.00
629,2026-07-19,Água e Esgoto,Fatura Sanepar,2162.20
630,2026-07-12,Água e Esgoto,Fatura Sanepar,1811.31
631,2026-07-28,Gás,Gás da cozinha,935.78
632,2026-07-07,Gás,Recarga de GLP,1432.38
633,2026-07-24,Gás,Gás da cozinha,936.26
634,2026-07-10,Gás,Recarga de GLP,1377.79
635,2026-07-26,Gás,Recarga de GLP,1528.19
636,2026-07-16,Gás,Gás da cozinha,982.25
637,2026-07-04,Gás,Recarga de GLP,1803.62
638,2026-07-16,Gás,Recarga de GLP,659.27
639,2026-07-22,Manutenção e Reparos,Ar-condicionado,5609.31
640,2026-07-25,Manutenção e Reparos,Pintura,5409.53
641,2026-07-31,Manutenção e Reparos,Manutenção de elevador,2384.18
642,2026-07-01,Manutenção e Reparos,Manutenção de elevador,5133.72
643,2026-07-01,Manutenção e Reparos,Hidráulica,4030.50
644,2026-07-07,Manutenção e Reparos,Manutenção de elevador,3264.80
645,2026-07-26,Marketing e Vendas,Comissão de OTA,2151.26
646,2026-07-18,Marketing e Vendas,Mídia paga,2411.90
647,2026-07-13,Marketing e Vendas,Material promocional,2139.37
648,2026-07-21,Marketing e Vendas,Material promocional,1956.40
649,2026-07-22,Marketing e Vendas,Material promocional,2568.42
650,2026-07-03,Marketing e Vendas,Mídia paga,1244.72
651,2026-07-23,Marketing e Vendas,Mídia paga,2215.27
652,2026-07-24,Marketing e Vendas,Comissão de OTA,2385.14
653,2026-07-02,Marketing e Vendas,Comissão de OTA,1661.55
654,2026-07-03,Marketing e Vendas,Mídia paga,1730.88
655,2026-07-04,Marketing e Vendas,Mídia paga,2161.29
656,2026-07-20,Marketing e Vendas,Material promocional,1502.82
657,2026-07-06,Impostos e Taxas,IPTU,3584.93
658,2026-07-05,Impostos e Taxas,IPTU,6990.55
659,2026-07-24,Impostos e Taxas,ISS,6953.50
660,2026-07-25,Impostos e Taxas,ISS,3841.83
661,2026-07-11,Impostos e Taxas,Taxa de bombeiros,8409.12
662,2026-07-09,Impostos e Taxas,ISS,5920.49
663,2026-07-09,Impostos e Taxas,ISS,7425.10
664,2026-07-16,Impostos e Taxas,Taxa de bombeiros,7065.00
665,2026-07-24,Alimentação e Bebidas,Hortifrúti,5583.91
666,2026-07-08,Alimentação e Bebidas,Hortifrúti,5959.72
667,2026-07-02,Alimentação e Bebidas,Hortifrúti,4846.98
668,2026-07-08,Alimentação e Bebidas,Hortifrúti,4218.15
669,2026-07-16,Alimentação e Bebidas,Bebidas,3367.88
670,2026-07-13,Alimentação e Bebidas,Carnes e frios,5998.97
671,2026-07-24,Limpeza e Higiene,Amenities,1907.70
672,2026-07-09,Limpeza e Higiene,Produtos de limpeza,2561.96
673,2026-07-19,Limpeza e Higiene,Amenities,2247.98
674,2026-07-04,Limpeza e Higiene,Enxoval e rouparia,1665.82
675,2026-07-22,Limpeza e Higiene,Produtos de limpeza,1489.04
676,2026-07-06,Limpeza e Higiene,Produtos de limpeza,1660.18
677,2026-07-18,Outras Despesas,Seguro predial,2285.26
678,2026-07-01,Outras Despesas,Seguro predial,894.14
679,2026-07-07,Outras Despesas,Seguro predial,1516.76
680,2026-07-19,Outras Despesas,Seguro predial,1229.49
681,2026-07-24,Outras Despesas,Material de escritório,2113.59
682,2026-07-08,Outras Despesas,Seguro predial,1300.20
683,2026-08-23,Folha de Pagamento,Horas extras,18584.33
684,2026-08-16,Folha de Pagamento,Vale-transporte,23101.20
685,2026-08-12,Folha de Pagamento,Horas extras,26225.67
686,2026-08-13,Folha de Pagamento,Horas extras,15145.65
687,2026-08-06,Folha de Pagamento,Salários,30206.22
688,2026-08-11,Folha de Pagamento,Encargos sociais,21099.79
689,2026-08-01,Folha de Pagamento,Horas extras,10503.43
690,2026-08-02,Folha de Pagamento,Vale-transporte,17841.62
691,2026-08-28,Energia Elétrica,Demanda contratada,6968.86
692,2026-08-12,Energia Elétrica,Fatura Copel,2837.39
693,2026-08-06,Energia Elétrica,Fatura Copel,5469.56
694,2026-08-19,Energia Elétrica,Demanda contratada,3624.08
695,2026-08-26,Energia Elétrica,Demanda contratada,6223.29
696,2026-08-30,Energia Elétrica,Fatura Copel,6700.69
697,2026-08-23,Energia Elétrica,Demanda contratada,2628.29
698,2026-08-31,Energia Elétrica,Fatura Copel,7074.82
699,2026-08-19,Energia Elétrica,Fatura Copel,3401.32
700,2026-08-28,Água e Esgoto,Fatura Sanepar,1982.61
701,2026-08-02,Água e Esgoto,Fatura Sanepar,1285.22
702,2026-08-05,Água e Esgoto,Fatura Sanepar,1023.46
703,2026-08-25,Água e Esgoto,Fatura Sanepar,1058.09
704,2026-08-28,Água e Esgoto,Fatura Sanepar,2095.88
705,2026-08-31,Água e Esgoto,Fatura Sanepar,989.15
706,2026-08-12,Água e Esgoto,Fatura Sanepar,1860.59
707,2026-08-19,Água e Esgoto,Fatura Sanepar,1582.35
708,2026-08-11,Água e Esgoto,Fatura Sanepar,2119.60
709,2026-08-11,Água e Esgoto,Fatura Sanepar,2485.47
710,2026-08-06,Água e Esgoto,Fatura Sanepar,1599.52
711,2026-08-26,Água e Esgoto,Fatura Sanepar,1288.84
712,2026-08-21,Água e Esgoto,Fatura Sanepar,2477.82
713,2026-08-31,Gás,Recarga de GLP,820.45
714,2026-08-06,Gás,Gás da cozinha,982.18
715,2026-08-30,Gás,Recarga de GLP,884.67
716,2026-08-21,Gás,Recarga de GLP,497.15
717,2026-08-30,Gás,Gás da cozinha,748.54
718,2026-08-05,Gás,Gás da cozinha,464.23
719,2026-08-24,Gás,Recarga de GLP,554.61
720,2026-08-08,Gás,Gás da cozinha,816.97
721,2026-08-11,Gás,Recarga de GLP,431.24
722,2026-08-21,Gás,Recarga de GLP,844.69
723,2026-08-27,Gás,Gás da cozinha,995.89
724,2026-08-15,Gás,Recarga de GLP,995.83
725,2026-08-09,Gás,Recarga de GLP,612.88
726,2026-08-08,Gás,Recarga de GLP,1027.16
727,2026-08-12,Manutenção e Reparos,Pintura,5243.81
728,2026-08-04,Manutenção e Reparos,Pintura,2355.25
729,2026-08-26,Manutenção e Reparos,Ar-condicionado,4031.30
730,2026-08-06,Manutenção e Reparos,Pintura,3951.52
731,2026-08-03,Manutenção e Reparos,Manutenção de elevador,2863.09
732,2026-08-10,Manutenção e Reparos,Manutenção de elevador,3927.31
733,2026-08-11,Manutenção e Reparos,Hidráulica,5937.13
734,2026-08-20,Marketing e Vendas,Mídia paga,3285.23
735,2026-08-23,Marketing e Vendas,Comissão de OTA,5416.52
736,2026-08-14,Marketing e Vendas,Material promocional,2579.24
737,2026-08-06,Marketing e Vendas,Material promocional,2244.00
738,2026-08-29,Marketing e Vendas,Mídia paga,5626.88
739,2026-08-06,Marketing e Vendas,Comissão de OTA,5768.18
740,2026-08-04,Marketing e Vendas,Mídia paga,3270.17
741,2026-08-16,Impostos e Taxas,PIS/COFINS,5389.10
742,2026-08-02,Impostos e Taxas,IPTU,6247.49
743,2026-08-01,Impostos e Taxas,Taxa de bombeiros,8449.06
744,2026-08-03,Impostos e Taxas,IPTU,6164.60
745,2026-08-27,Impostos e Taxas,Taxa de bombeiros,6878.61
746,2026-08-07,Impostos e Taxas,ISS,4726.02
747,2026-08-01,Impostos e Taxas,PIS/COFINS,3531.86
748,2026-08-06,Impostos e Taxas,IPTU,5292.04
749,2026-08-03,Impostos e Taxas,Taxa de bombeiros,6221.12
750,2026-08-15,Alimentação e Bebidas,Panificação,5220.69
751,2026-08-09,Alimentação e Bebidas,Carnes e frios,3945.12
752,2026-08-27,Alimentação e Bebidas,Bebidas,5667.64
753,2026-08-19,Alimentação e Bebidas,Hortifrúti,3108.35
754,2026-08-05,Alimentação e Bebidas,Hortifrúti,4639.61
755,2026-08-03,Alimentação e Bebidas,Bebidas,3606.18
756,2026-08-26,Alimentação e Bebidas,Panificação,3539.11
757,2026-08-25,Alimentação e Bebidas,Carnes e frios,3581.47
758,2026-08-18,Alimentação e Bebidas,Hortifrúti,2789.71
759,2026-08-27,Alimentação e Bebidas,Panificação,2212.88
760,2026-08-20,Limpeza e Higiene,Produtos de limpeza,1890.41
761,2026-08-04,Limpeza e Higiene,Amenities,1531.11
762,2026-08-06,Limpeza e Higiene,Produtos de limpeza,1852.66
763,2026-08-07,Limpeza e Higiene,Produtos de limpeza,1383.62
764,2026-08-05,Limpeza e Higiene,Produtos de limpeza,948.85
765,2026-08-14,Limpeza e Higiene,Produtos de limpeza,1030.38
766,2026-08-22,Limpeza e Higiene,Amenities,1154.14
767,2026-08-07,Limpeza e Higiene,Enxoval e rouparia,1746.35
768,2026-08-05,Limpeza e Higiene,Enxoval e rouparia,689.71
769,2026-08-09,Limpeza e Higiene,Amenities,1381.69
770,2026-08-30,Limpeza e Higiene,Enxoval e rouparia,1311.52
771,2026-08-30,Limpeza e Higiene,Produtos de limpeza,1382.03
772,2026-08-30,Outras Despesas,Internet e telefonia,532.94
773,2026-08-19,Outras Despesas,Internet e telefonia,490.63
774,2026-08-26,Outras Despesas,Seguro predial,460.98
775,2026-08-28,Outras Despesas,Material de escritório,569.05
776,2026-08-29,Outras Despesas,Seguro predial,815.70
777,2026-08-29,Outras Despesas,Seguro predial,764.08
778,2026-08-09,Outras Despesas,Seguro predial,666.98
779,2026-08-21,Outras Despesas,Seguro predial,607.30
780,2026-08-19,Outras Despesas,Material de escritório,546.14
781,2026-08-16,Outras Despesas,Internet e telefonia,543.08
782,2026-08-06,Outras Despesas,Seguro predial,384.96
783,2026-08-13,Outras Despesas,Internet e telefonia,646.12
784,2026-08-20,Outras Despesas,Material de escritório,747.35
785,2026-08-22,Outras Despesas,Material de escritório,855.00
786,2026-09-11,Folha de Pagamento,Horas extras,10335.38
787,2026-09-09,Folha de Pagamento,Horas extras,9067.87
788,2026-09-15,Folha de Pagamento,Salários,9528.26
789,2026-09-16,Folha de Pagamento,Salários,11511.59
790,2026-09-28,Folha de Pagamento,Salários,19852.47
791,2026-09-16,Folha de Pagamento,Encargos sociais,19163.19
792,2026-09-17,Folha de Pagamento,Salários,10364.70
793,2026-09-28,Folha de Pagamento,Vale-transporte,17900.65
794,2026-09-17,Folha de Pagamento,Horas extras,12679.67
795,2026-09-14,Folha de Pagamento,Salários,8941.88
796,2026-09-28,Folha de Pagamento,Encargos sociais,12977.85
797,2026-09-05,Folha de Pagamento,Encargos sociais,18879.32
798,2026-09-11,Folha de Pagamento,Vale-transporte,12246.50
799,2026-09-19,Folha de Pagamento,Vale-transporte,19545.15
800,2026-09-06,Energia Elétrica,Fatura Copel,7050.87
801,2026-09-16,Energia Elétrica,Fatura Copel,5444.59
802,2026-09-05,Energia Elétrica,Demanda contratada,6235.45
803,2026-09-21,Energia Elétrica,Demanda contratada,3731.37
804,2026-09-13,Energia Elétrica,Demanda contratada,6254.56
805,2026-09-16,Energia Elétrica,Demanda contratada,2782.51
806,2026-09-01,Energia Elétrica,Fatura Copel,4264.50
807,2026-09-18,Energia Elétrica,Fatura Copel,6953.03
808,2026-09-08,Água e Esgoto,Fatura Sanepar,5361.70
809,2026-09-10,Água e Esgoto,Fatura Sanepar,4841.10
810,2026-09-04,Água e Esgoto,Fatura Sanepar,3971.31
811,2026-09-17,Água e Esgoto,Fatura Sanepar,1994.90
812,2026-09-06,Água e Esgoto,Fatura Sanepar,1941.77
813,2026-09-27,Água e Esgoto,Fatura Sanepar,4751.57
814,2026-09-30,Gás,Gás da cozinha,1129.96
815,2026-09-01,Gás,Recarga de GLP,1206.04
816,2026-09-08,Gás,Recarga de GLP,1210.57
817,2026-09-07,Gás,Recarga de GLP,1103.65
818,2026-09-19,Gás,Recarga de GLP,1402.85
819,2026-09-04,Gás,Gás da cozinha,749.18
820,2026-09-23,Gás,Recarga de GLP,1768.53
821,2026-09-13,Gás,Gás da cozinha,1170.45
822,2026-09-25,Gás,Recarga de GLP,1477.71
823,2026-09-20,Gás,Recarga de GLP,785.93
824,2026-09-07,Manutenção e Reparos,Manutenção de elevador,3932.13
825,2026-09-10,Manutenção e Reparos,Pintura,4416.66
826,2026-09-22,Manutenção e Reparos,Manutenção de elevador,6772.95
827,2026-09-22,Manutenção e Reparos,Hidráulica,4472.64
828,2026-09-20,Manutenção e Reparos,Ar-condicionado,5398.90
829,2026-09-14,Manutenção e Reparos,Manutenção de elevador,8620.22
830,2026-09-12,Marketing e Vendas,Material promocional,2537.73
831,2026-09-14,Marketing e Vendas,Mídia paga,4165.52
832,2026-09-06,Marketing e Vendas,Comissão de OTA,3234.92
833,2026-09-18,Marketing e Vendas,Mídia paga,3595.66
834,2026-09-30,Marketing e Vendas,Comissão de OTA,4143.46
835,2026-09-23,Marketing e Vendas,Mídia paga,4317.05
836,2026-09-11,Marketing e Vendas,Comissão de OTA,4776.22
837,2026-09-04,Impostos e Taxas,IPTU,9381.44
838,2026-09-21,Impostos e Taxas,PIS/COFINS,8903.67
839,2026-09-15,Impostos e Taxas,IPTU,7795.34
840,2026-09-09,Impostos e Taxas,Taxa de bombeiros,4328.66
841,2026-09-02,Impostos e Taxas,ISS,3934.82
842,2026-09-27,Impostos e Taxas,PIS/COFINS,6746.31
843,2026-09-28,Impostos e Taxas,ISS,8159.04
844,2026-09-20,Alimentação e Bebidas,Bebidas,5022.21
845,2026-09-29,Alimentação e Bebidas,Hortifrúti,3135.83
846,2026-09-12,Alimentação e Bebidas,Bebidas,4778.91
847,2026-09-06,Alimentação e Bebidas,Hortifrúti,2295.80
848,2026-09-13,Alimentação e Bebidas,Panificação,4854.78
849,2026-09-15,Alimentação e Bebidas,Bebidas,2106.31
850,2026-09-27,Alimentação e Bebidas,Panificação,5216.69
851,2026-09-23,Alimentação e Bebidas,Panificação,4488.81
852,2026-09-26,Alimentação e Bebidas,Panificação,2587.17
853,2026-09-21,Alimentação e Bebidas,Carnes e frios,3308.77
854,2026-09-04,Alimentação e Bebidas,Carnes e frios,3618.17
855,2026-09-15,Limpeza e Higiene,Produtos de limpeza,3649.08
856,2026-09-20,Limpeza e Higiene,Amenities,3311.11
857,2026-09-25,Limpeza e Higiene,Amenities,1486.93
858,2026-09-20,Limpeza e Higiene,Produtos de limpeza,3475.82
859,2026-09-28,Limpeza e Higiene,Enxoval e rouparia,2420.31
860,2026-09-29,Limpeza e Higiene,Enxoval e rouparia,2632.79
861,2026-09-17,Outras Despesas,Material de escritório,1522.49
862,2026-09-19,Outras Despesas,Material de escritório,1530.30
863,2026-09-19,Outras Despesas,Internet e telefonia,2148.96
864,2026-09-22,Outras Despesas,Seguro predial,1456.84
865,2026-09-17,Outras Despesas,Material de escritório,872.44
866,2026-09-23,Outras Despesas,Material de escritório,1788.70
867,2026-09-20,Outras Despesas,Internet e telefonia,793.49
868,2026-09-14,Outras Despesas,Material de escritório,2119.13
869,2026-10-30,Folha de Pagamento,Horas extras,16096.30
870,2026-10-25,Folha de Pagamento,Encargos sociais,23576.28
871,2026-10-25,Folha de Pagamento,Encargos sociais,35162.03
872,2026-10-10,Folha de Pagamento,Vale-transporte,40194.06
873,2026-10-06,Folha de Pagamento,Salários,42992.85
874,2026-10-06,Folha de Pagamento,Encargos sociais,41733.47
875,2026-10-23,Energia Elétrica,Fatura Copel,7598.89
876,2026-10-02,Energia Elétrica,Fatura Copel,8043.36
877,2026-10-30,Energia Elétrica,Demanda contratada,9152.97
878,2026-10-20,Energia Elétrica,Fatura Copel,5458.06
879,2026-10-25,Energia Elétrica,Demanda contratada,9390.22
880,2026-10-16,Energia Elétrica,Demanda contratada,6540.46
881,2026-10-03,Energia Elétrica,Demanda contratada,7194.90
882,2026-10-11,Água e Esgoto,Fatura Sanepar,2737.92
883,2026-10-10,Água e Esgoto,Fatura Sanepar,3450.57
884,2026-10-31,Água e Esgoto,Fatura Sanepar,1768.85
885,2026-10-18,Água e Esgoto,Fatura Sanepar,2798.21
886,2026-10-04,Água e Esgoto,Fatura Sanepar,2423.54
887,2026-10-15,Água e Esgoto,Fatura Sanepar,2278.64
888,2026-10-29,Água e Esgoto,Fatura Sanepar,3711.16
889,2026-10-31,Água e Esgoto,Fatura Sanepar,3120.81
890,2026-10-10,Gás,Recarga de GLP,1166.36
891,2026-10-11,Gás,Recarga de GLP,1715.33
892,2026-10-31,Gás,Recarga de GLP,811.71
893,2026-10-06,Gás,Recarga de GLP,1001.23
894,2026-10-21,Gás,Recarga de GLP,1619.74
895,2026-10-07,Gás,Recarga de GLP,694.37
896,2026-10-28,Gás,Gás da cozinha,1345.67
897,2026-10-27,Gás,Recarga de GLP,1681.30
898,2026-10-07,Gás,Gás da cozinha,1342.28
899,2026-10-21,Gás,Recarga de GLP,1334.91
900,2026-10-24,Gás,Recarga de GLP,1305.88
901,2026-10-13,Manutenção e Reparos,Manutenção de elevador,1614.61
902,2026-10-18,Manutenção e Reparos,Manutenção de elevador,1720.76
